Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Author
Thank God I will not be on or near the debate stage because this is now me when Trump opens his mouth... https://t.co/qD2rNBM1oy,22/10/2020 10:02,en,,0,0,,Springer Spaniel,"#resistance #TrumpResign Occasional typos will occur due to loss of sight. Lover of Democracy, Family, Equal Rights, Animals.",96728,67103,4134,3725,20,FALSE,@lori024
Thank God for president Trump. https://t.co/gIj10lVh3e,22/10/2020 10:10,en,,0,0,,Mmd,Keeping it real.,10275,2607,275,129,0,FALSE,@63646364mc
Thank Goodness stop the madness that is trump No More Lies and Strange Fire 🔥 https://t.co/heEJg1Tx74,22/10/2020 10:09,en,,0,0,,Darrell Bezet soul of a nation 4,No More Lies and Strange Fire 🔥 The GOP must be Driven into the ground Resistor Biden Harris 2020🌊🌊🌊,6432,13435,406,286,0,FALSE,@DarrellBezet3
Thank you Eric Trump for putting into words this parallel we can all understand. https://t.co/CDP3gvZgaM,22/10/2020 9:55,en,,0,0,,The future is Bright,"I'm bidding for President of the United States 2020, I discovered gravity control which means 'Jetson cars' aka no wheels. Physicist ⚡️The future is Lambright!",16581,3598,363,388,4,FALSE,@POTUSWayne
"Thanks to these innate characteristics in President Trump, the United States achieved the highest economic and social growth that the country has ever experienced.  In the last fifty years. https://t.co/CWovzlvaaj",22/10/2020 9:50,en,,0,0,@lumezgo77,Luis Mora,Distraido. Tifoso. Taurino. Citizen.,389453,279161,761,1011,98,FALSE,@lumezgo77
That this man thought that tweeting this was going to make Biden look bad is so telling. https://t.co/hUzMKjek99,22/10/2020 10:07,en,,0,0,,The Honorable Arlis Green,"Chaos is a ladder...
#BlackLivesMatter
#GoodTrouble",21453,10066,492,55,6,FALSE,@arlisgreen
"That's VERY TWISTED LOGIC to FIT a PARTICULAR AGENDA.

It was MEANT to HURT BIDEN. PERIOD. https://t.co/Ly6IhoB8SV",22/10/2020 10:04,en,,1,0,,ImagineLOVE❤️; #TeamPelosi; 🆘;❤️ NOT ❌; I ❤️ USA🇺🇸,"Life is not measured by the number of breaths we take, but by the moments that take our breath away 

#TheResistance #FreeRealityWinner #WTP2020 #BoycottNRA🚫",203785,31303,11255,10514,3,FALSE,@urLIFEwillBLOOM
That's the same hoax that has been used since the 12th century as an excuse to marginalize and murder Jews. Alt-rt just dusted it off for the Trump presidential campaign. How nostalgic and mercenary of them. https://t.co/FfVCpbYNvD,22/10/2020 9:59,en,,0,0,,Sláinte 🇺🇸🦅🌊☘️😷,"DireWolf is my better half.
Feeling adrift in the pandemic, but stayin' alive   
MQ def: a modified quote to fit space wo changing intent.",199143,47140,12011,12418,44,FALSE,@1stSvelteCelt
Thats y u got to vote for trump ok because the spanish women snitch on black men in hate on black women ok theres no such thing as #BLACKLIVESMATTER thats a scheme to use in control black ppl ok trust me,22/10/2020 10:05,en,,0,0,,cjs wife,I love who truly loves me by the sun in the moon in the stars,9320,513,50,31,0,FALSE,@SnitchesMe
That’s what you get for being a Trump sycophant. https://t.co/fhawDlFhS8,22/10/2020 9:58,en,,2,0,,Kat K 🐾🐾,Retired Mom of Fur Babies 🐾 Extreme Star Trek Enthusiast 🖖Vegetarian 🥕🥦 DEMOCRAT 🌊 Unabashed Atheist ☮️ SAINT BERNARDS ARE MY ❤️❤️ #VOTEBLUE2020,163568,208378,4860,3571,1,FALSE,@HIHKatharine
"The *real* reason Donald Trump walked out of that ""60 Minutes"" interview

https://t.co/JTaAEpCOuj",22/10/2020 9:50,en,,0,0,,Bill Comiskey,6th gen Canadian from County Cavan #BlockedByRempel Retired federal employee.,16272,15219,438,228,5,FALSE,@TheReal_UB
"The *real* reason Donald Trump walked out of that ""60 Minutes"" interview
https://t.co/Gi0wB9mMUU",22/10/2020 10:03,en,,0,0,,Virginia Valdez,,70418,1168,29,14,0,FALSE,@Virgini73432660
"The *real* reason Donald Trump walked out of that ""60 Minutes"" interview - CNNPolitics https://t.co/Dy04iDQzI5",22/10/2020 10:02,en,,3,1,,Carolina Ron aka Duncan Renaldo,#Resistance#BlueWave☕️Vote Blue No Matter Who☕️Rescue Dad ☕️Lover of Cats ☕️LIFE LONG DEMOCRAT!☕️Biden/Harris☕️God Follower☕️No DM☕️#BLM,87372,33284,42232,40436,34,FALSE,@coffeeownsme
"The *real* reason Donald Trump walked out of that ""60 Minutes"" interview https://t.co/qEemGdLTfN. Donnie just didn’t get his way, the questions were too difficult, and he just didn’t have good answers",22/10/2020 10:08,en,,0,0,,S,"Politically Independent, Vietnam vet/retired CEC Officer, complete distain for Donald Trump and today’s Republican Party, FAMILY-DUTY-HONOR-COUNTRY, RETRIBUTION",20237,10590,1769,882,14,FALSE,@Stephen80209
The American Paradox. Trump was successful in selling the mass delusion that he was a great businessman.,22/10/2020 10:08,en,,0,0,,Mark Sanders,"I like spiders. - Universiteit Antwerpen
Soon shootin laser beams at rat brains at Rainer lab à l'Université de Fribourg.",8,124,32,1,0,FALSE,@markrozenstruik
"The American People should be very frightened by now. With the discovery of Hunter Biden's laptop and contents, proving the Bidens are part of a collusion contusion, why aren't DEMS, CBS, NBC, ABC, MSNBC demanding answers? Why is TWITTER &amp; FACEBOOK blocking info? GESTAPO TACTICS! https://t.co/0FrfwZafrG",22/10/2020 9:52,en,US,0,0,,Charlie,"Pursuing the obvious, holding those in office accountable. Obligated to suggest change. Fearless defender of the American way of life &the pursuit of happiness.",15175,2056,116,187,30,FALSE,@DEPTCOMMONSENSE
"The American People should be very frightened by now. With the discovery of Hunter Biden's laptop and contents, proving the Bidens are part of a collusion contusion, why aren't DEMS, CBS, NBC, ABC, MSNBC demanding answers? Why is TWITTER &amp; FACEBOOK blocking info? GESTAPO TACTICS! https://t.co/NRVyhO48pk",22/10/2020 9:51,en,US,0,0,,Charlie,"Pursuing the obvious, holding those in office accountable. Obligated to suggest change. Fearless defender of the American way of life &the pursuit of happiness.",15175,2056,116,187,30,FALSE,@DEPTCOMMONSENSE
"The American People should be very frightened by now. With the discovery of Hunter Biden's laptop and contents, proving the Bidens are part of a collusion contusion, why aren't DEMS, CBS, NBC, ABC, MSNBC demanding answers? Why is TWITTER &amp; FACEBOOK blocking info? GESTAPO TACTICS! https://t.co/tc5Prs0Tu4",22/10/2020 9:50,en,US,0,0,,Charlie,"Pursuing the obvious, holding those in office accountable. Obligated to suggest change. Fearless defender of the American way of life &the pursuit of happiness.",15175,2056,116,187,30,FALSE,@DEPTCOMMONSENSE
The Best Is Yet To Come - Trump 2020 https://t.co/PSAxGwREsj,22/10/2020 9:52,en,,0,0,,SVDavis,,9689,16807,661,186,4,FALSE,@srvdavis
The Best Is Yet To Come - Trump 2020 https://t.co/fJx1Pd8S9W,22/10/2020 9:51,en,,0,0,,AAA03,Believer in Christ Jesus,1,0,13,0,0,FALSE,@ItsYourWorld12
The Biden Debate Commission (BDC) isn’t even trying to hide it anymore - they’re writing anti-@realDonaldTrump op-eds on Debate Day itself! https://t.co/65hpl2yewW,22/10/2020 10:10,en,,7,4,,Jason Miller,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",45507,10693,3544,184525,1495,TRUE,@JasonMillerinDC
The Biden abides... https://t.co/j7l5tKjq3P,22/10/2020 10:01,en,,0,0,,Dennis Koutoulogenis,"Greek Italian Australian football fan (Juve/ Sydney FC), foodie, father of 2 (husband of 1), Mac-loving advertising creative @Monkeys_AU #wearefootball",26990,21779,2525,1543,65,FALSE,@dkfcdotnet
"The Biden story seems certainly very compromising and causing a lot of controversy too 😂
#JeremyVine https://t.co/EaX41E11qU",22/10/2020 10:08,en,,1,0,,Major P,"Semi retired businessman,voted to leave the EU",1688,1328,815,439,0,FALSE,@rickrick142
The Biden’s are more than a threat.  They are walking un-indicted criminals.  All intel agencies will see this as a GREEN LIGHT for massive corruption and the looting of America will go full steam ahead. We Americans will pay for it. https://t.co/JgYT5C3aRV,22/10/2020 10:04,en,,0,0,,Tractor Driver,"Deplorable middle class Trump supporter. All tweets and comments are my own opinion. Husband, father, and Trump supporter. #MAGA #TRUMP2020",5928,14981,1629,1075,1,FALSE,@driver_tractor
"The Chinese like to keep informed about how their business partner Trump is doing in America, that is, lochies. https://t.co/OQlV68FnJw",22/10/2020 9:50,en,,0,0,,Goeda5,,3112,10453,881,99,0,FALSE,@goeda5
The Commission on Presidential Debates is doing what it can to shut Trump up for 2 minutes in every 15-minute segment.  Let us pray that it's enough. @realDonaldTrump @TuckerCarlson @seanhannity @IngrahamAngle @PressSec @JudgeJeanine @LouDobbs @GreggJarrett @AnnCoulter,22/10/2020 9:52,en,,0,0,@4_Crockett,Will Crockett,Pharmaceuticals,94,2,0,0,0,FALSE,@4_Crockett
The Cult Of Trump Hatred | Ep. 1120 https://t.co/lBzL79VQpk via @YouTube,22/10/2020 9:50,en,,0,0,,JAMES        BRIGHT,Retired from Post  Office,537,3839,9,5,0,FALSE,@DONJIMMY69
The Cybersecurity 202: Trump’s former homeland security adviser says Russia remains major e ... - https://t.co/zFI2gwVMte #LatestComments,22/10/2020 10:06,en,,0,0,,Latest Commentary,We carry constant updates on the latest news and top stories. #LatestCommentary,264220,111,281,14628,143,FALSE,@LatestComments
The DNI press break was to give @POTUS talking points.  Iran is not trying to hurt Trump.  They sending text out to vote for him.  It’s all lies.,22/10/2020 9:59,en,,0,1,,(Kathy) Nasty & angry Democrat voter,•BA Criminal Justice •Resistance •Political Junkie •Retweets are just that not endorsements. I block stupid,58366,16649,5751,5468,24,FALSE,@yhtak539
"The Danish export to the US has increased under Trump. 

Trade wars are good and easy to win.",22/10/2020 10:05,en,,0,0,,gizzardfanny,No such thing as too much pink.,60574,46109,133,133,3,FALSE,@gizzardfanny
"The Democratic ad depicting #COSEN Cory Gardner and Trump as sticking together “like peanut butter and jelly” is an unappetizing image for the first-term R, whose seat is a cornerstone of the Democrats’ drive to regain control of the chamber: https://t.co/kvRw7X5gP0 via @BGOV",22/10/2020 10:01,en,,0,0,,Kyle Trygstad,@BGOV politics editor | host of #DownballotPod | ex- @njhotline @rollcall @RealClearNews @The_Almanac,10092,1756,1398,8155,340,TRUE,@KyleTrygstad
The Economist | Watered with liberal tears via @TheEconomist https://t.co/N9flfgg0kD,22/10/2020 10:02,en,,0,0,,Sound of The Suburbs,,65536,23093,2784,473,41,FALSE,@soundoftheburbs
The Election Depends on These States - Trump Train News https://t.co/DfIQ1KuDgw IN COMPLETE TRUTH IT DEPENDS ON WHO GOD WANTS IN POWER,22/10/2020 10:05,en,,0,0,,Stanley E Cook,I Support Mr TRUMP as long as he puts GOD'S WORD 'FIRST'!,166013,77,6435,6194,89,FALSE,@StanleyECook
"The FBI probe into Hunter Biden's seized laptop falls under the category of a 'money laundering' investigation.

https://t.co/WEC0nL51DL https://t.co/JVZLZFwR2J",22/10/2020 9:50,en,,0,0,,Geoffrey Weiss,"Republican National Committee, Presidential Advisory Board, deplorable irredeemable, anti-social distancing, Cult45, ex-National Guard, Space Force Cadet.",16564,16199,753,760,2,FALSE,@GeoffreyWeiss
The Fear Behind Donald Trump’s Obsession with Immunity https://t.co/Up0DJWSDnV via @politico,22/10/2020 9:58,en,US,0,0,,🔨🖋 💢Expense = 500%🔧💵🖐️ tweet live 🛫x🌴👺😳⛅,"🛍️🕶️Specialist 
#PayItForwardLIVE 👀😳
GOOGLE NEST🚢🛳🌎press@odeon.mc.
https://t.co/DMwUGsXepV
800-257-1212 advisors 🛩 - LIVESITUATIONS
gamertag xbox",213672,10427,4256,2090,15,FALSE,@LieutenantJBP
The GOP is complicit in the rise of Donald J Trump @senatemajldr and it is time to send Mitch home!,22/10/2020 9:59,en,,0,0,,Jack,"No Trump supporters.#BlockedbyTrump,#Trumpisatraitor, #vetsagainstTrump, 
who salutes a N Korean General?FuckoffTrumpsupporters.",1086,182,35,5,0,FALSE,@Jackace777
"The Hunter Biden scandal doesn't bother MSM because they operate in a scandalous manner as a normal course of business. 

No shock. They operate in the shadows trying to hide their crimes. Hunter is part of the club.",22/10/2020 9:54,en,,1,0,,Jonathan Keener,"Husband, father of 8 incredible go-getter children, preacher, businessman, marketplace minister, intercessor, lover of Jesus, activator of people and new ideas.",13010,9418,3565,1596,8,FALSE,@livinlattes
"The Hunter Biden story is a huge nothingburger. The @nypost didn’t even want to run the story. @realDonaldTrump has gone all-in with a bullshit Russian-lead attempt to skew the election.

Meadows tempers expectations of Hunter Biden probe | TheHill https://t.co/VhmbDz4MuZ",22/10/2020 10:03,en,,1,0,,John Miehoff,"215,000 Americans have unnecessarily died alone and afraid. The orangutan says, “Don’t be afraid or let it dominate your lives.” It didn’t have to be this bad!",12953,3638,4429,5844,0,FALSE,@JohnMiehoff22
The Intelligence Director Who Is Undermining Trust and Truth https://t.co/BhB9dT3YfM,22/10/2020 10:07,en,,0,1,,DrProps,,24143,543679,1526,1235,1,FALSE,@drprops
The Intelligence Director Who Is Undermining Trust and Truth https://t.co/cdDFRbps7i,22/10/2020 9:57,en,,0,0,,Lenny,,235,424,89,2,0,FALSE,@Lenny92332023
"The JOKE .. 
#Trump #DonaldTrump #ترامب https://t.co/mygU9a2F4K",22/10/2020 10:09,en,,0,0,,مُهند العصيمي,#NAME?,1283,161,239,310,0,FALSE,@Mohannad9899
The Lincoln Project Releases Trump Remix: 'Everybody's Going to Die' https://t.co/irpxJboWYf,22/10/2020 9:51,en,,1,0,,Michelle,A dog is the only thing on earth that loves you more than he loves himself~Josh Billings #StopYulinForever #ENDBSL EX-GOP 🇺🇸Grateful to our Vets🇺🇸#Biden2020,150355,59792,9274,9251,265,FALSE,@Michell82968785
"The Memo: Trump allies have hope, urge new approach in crucial last debate #Trump #PoliticalParties #Whitehouse https://t.co/J4ynoyEGeK",22/10/2020 10:10,en,,0,0,,Presidential News Network,"Real-time news on the President of the United States. We curate for the latest news, from countless sites daily to bring you news that matters. 24/7 none stop!",74499,241,371,222,3,FALSE,@POTUSNetwork
"The New Spanglish Dictionary: TRUMP: A manipulative thing that creeps at night, A non stop lying machine, The incompetence of a incompetent man. America’s Puerto Rico most wanted escaped psycho.",22/10/2020 10:06,en,,0,0,,,Double tour Vietnam War Veteran. Retired. Animal lover and Believer of Unity among everyone. Resister riding the Bluewave!,22134,18065,4960,4212,3,FALSE,@vettwotours
"The New Webster Dictionary :        Trump - a replacement of the word liar, lies,lying, lied.",22/10/2020 10:10,en,,0,0,,,Double tour Vietnam War Veteran. Retired. Animal lover and Believer of Unity among everyone. Resister riding the Bluewave!,22134,18065,4960,4212,3,FALSE,@vettwotours
"The Obama/Biden Admin will be judged worst in American history. The weaponized the CIA, DOJ, FBI, IRS and EPA, and turned them against The People. They abandoned OUR HEROS in Benghazi, shoved the ACA down OUR THROATS, &amp; covered up crimes by wiping their phones &amp; email accts clean",22/10/2020 10:09,en,US,1,0,,Charlie,"Pursuing the obvious, holding those in office accountable. Obligated to suggest change. Fearless defender of the American way of life &the pursuit of happiness.",15172,2055,116,187,30,FALSE,@DEPTCOMMONSENSE
The Oil Lobby’s COVID-19 Wish List https://t.co/BXGvVFChxN https://t.co/sYdVzbgWXD,22/10/2020 9:52,en,,0,0,,Green Energy News,"Green industry news, product reviews, #videoproduction services. Full service #green media and #marketing firm located in #LosAngeles, CA.",62296,615,4984,103513,4025,FALSE,@GreenEnergyNews
"The Philly native will moderate the final presidential debate between Trump and Biden on Thursday
https://t.co/V56uDmFhnQ",22/10/2020 10:01,en,,0,0,,PhillyVoice,"Looking beyond simple headlines, https://t.co/TH1Y0DwYKN tells stories that inform, inspire and drive conversation.",136869,3599,1245,41815,668,FALSE,@thephillyvoice
The Polls are all media produced to make it look like Biden is way ahead . They mean jack shit .  If Trump voters turn out like they do at his rallies it should be a landsllde,22/10/2020 10:09,en,,1,0,,dave davanzo,Trump 2020  Animal advocate Go Yankees   Democrats have gone insane,10264,58789,4025,2090,2,FALSE,@cbleguy
"The President and the Plague 
How Donald Trump failed at the single most important task of the Oval Office: keeping the American people safe from harm
trump shares his god given virus 
GOP's special-election curse coming in Nov 2020 https://t.co/B7IC1nGcqn",22/10/2020 9:52,en,,0,0,,Trump What a disgrace to America!!!,"What a disgrace to America, to elect this piece of shit con-man into the highest office in the land, not to mention his porn star wife as our first lady",25888,7090,1382,913,3,FALSE,@IvotedAllBlue
"The President and the Plague 
How Donald Trump failed at the single most important task of the Oval Office: keeping the American people safe from harm
trump shares his god given virus 
GOP's special-election curse coming in Nov 2020 https://t.co/O7eDw9GN2j",22/10/2020 9:50,en,,0,0,,Trump What a disgrace to America!!!,"What a disgrace to America, to elect this piece of shit con-man into the highest office in the land, not to mention his porn star wife as our first lady",25888,7090,1382,913,3,FALSE,@IvotedAllBlue
"The President received NAACP's Ellis Island Medal of Honor, while then-Senator Joe Biden worried in 1977 about his children growing up in a 'racial jungle' if schools were desegregated, before going on to write the 1994 crime bill which incarcerated blacks
https://t.co/cjMAlbxqXR",22/10/2020 10:01,en,,0,0,,Pastor A.B. Harris,While prostrate in prayer; God said: stand up on your feet; Tell people My Son is coming soon.,432829,31250,551,1517,48,FALSE,@pastorabharris
